URL;URLLength;Domain;DomainLength;IsDomainIP;TLD;URLSimilarityIndex;CharContinuationRate;TLDLegitimateProb;URLCharProb;TLDLength;NoOfSubDomain;HasObfuscation;NoOfObfuscatedChar;ObfuscationRatio;NoOfLettersInURL;LetterRatioInURL;NoOfDegitsInURL;DegitRatioInURL;NoOfEqualsInURL;NoOfQMarkInURL;NoOfAmpersandInURL;NoOfOtherSpecialCharsInURL;SpacialCharRatioInURL;IsHTTPS;LineOfCode;LargestLineLength;HasTitle;Title;DomainTitleMatchScore;URLTitleMatchScore;HasFavicon;Robots;IsResponsive;NoOfURLRedirect;NoOfSelfRedirect;HasDescription;NoOfPopup;NoOfiFrame;HasExternalFormSubmit;HasSocialNet;HasSubmitButton;HasHiddenFields;HasPasswordField;Bank;Pay;Crypto;HasCopyrightInfo;NoOfImage;NoOfCSS;NoOfJS;NoOfSelfRef;NoOfEmptyRef;NoOfExternalRef;label;IP;DNS;Reverse DNS;n_dns;City;Region;Country;Org;Postal;Timezone;Hostname;Latitude;Longitude
https://www.religionenlibertad.com;33.0;www.religionenlibertad.com;26.0;0.0;com;100.0;1.0;0.5229071;0.063946492;3.0;1.0;0.0;0.0;0.0;20.0;0.606;0.0;0.0;0.0;0.0;0.0;1.0;0.03;1.0;2616.0;584.0;1.0;religiÃ³n en libertad | noticias de religiÃ³n;55.55555556;55.55555556;1.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;80.0;13.0;10.0;376.0;1.0;9.0;1.0;167.233.3.76;www.religionenlibertad.com;rel.onservices.es;0;Erlenbach;Baden-Wurttemberg;DE;AS24940 Hetzner Online GmbH;74235;Europe/Berlin;static.76.3.233.167.clients.your-server.de;49.1725;9.2683
http://www.teramill.com;22.0;www.teramill.com;16.0;0.0;com;82.6446281;1.0;0.5229071;0.06741797;3.0;1.0;0.0;0.0;0.0;10.0;0.455;0.0;0.0;0.0;0.0;0.0;1.0;0.045;0.0;2.0;87.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;91.239.200.44;www.teramill.com;lanstrom.thinline.cz;0;Prague;Prague;CZ;AS43541 VSHosting s.r.o.;110 00;Europe/Prague;lanstrom.thinline.cz;50.088;14.4208
https://www.socialpolicy.org;27.0;www.socialpolicy.org;20.0;0.0;org;100.0;1.0;0.0799628;0.064491134;3.0;1.0;0.0;0.0;0.0;14.0;0.519;0.0;0.0;0.0;0.0;0.0;1.0;0.037;1.0;1043.0;1037.0;1.0;social policy: organizing for social and economic justice;50.0;50.0;1.0;0.0;0.0;0.0;0.0;1.0;12.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;16.0;9.0;13.0;92.0;1.0;18.0;1.0;35.188.144.184;www.socialpolicy.org;184.144.188.35.bc.googleusercontent.com;0;Council Bluffs;Iowa;US;AS396982 Google LLC;51502;America/Chicago;184.144.188.35.bc.googleusercontent.com;41.2619;-95.8608
https://www.aoh61.com;20.0;www.aoh61.com;13.0;0.0;com;100.0;1.0;0.5229071;0.055131169;3.0;1.0;0.0;0.0;0.0;5.0;0.25;2.0;0.1;0.0;0.0;0.0;1.0;0.05;1.0;5966.0;22382.0;1.0;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;4.0;7.0;4.0;0.0;14.0;1.0;52.23.51.78;www.aoh61.com;cpanel335.turbify.biz;0;Ashburn;Virginia;US;AS14618 Amazon.com, Inc.;20147;America/New_York;cpanel335.turbify.biz;39.0437;-77.4875
https://www.bulgariaski.com;26.0;www.bulgariaski.com;19.0;0.0;com;100.0;1.0;0.5229071;0.055714659;3.0;1.0;0.0;0.0;0.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.038;1.0;2639.0;1574.0;1.0;bulgaria ski - bulgarian ski resorts and holiday bookings.;100.0;100.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;63.0;12.0;22.0;156.0;2.0;184.0;1.0;78.128.79.7;www.bulgariaski.com;silky.ebpw.net;0;Sofia;Sofia-Capital;BG;AS57344 Telehouse EAD;1000;Europe/Sofia;silky.ebpw.net;42.6975;23.3241
https://www.brightika.com;24.0;www.brightika.com;17.0;0.0;com;100.0;1.0;0.5229071;0.053754992;3.0;1.0;0.0;0.0;0.0;11.0;0.458;0.0;0.0;0.0;0.0;0.0;1.0;0.042;1.0;5509.0;550.0;1.0;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;12.0;14.0;19.0;2.0;1.0;14.0;1.0;173.255.253.22;www.brightika.com;173-255-253-22.ip.linodeusercontent.com;0;Fremont;California;US;AS63949 Akamai Connected Cloud;94536;America/Los_Angeles;173-255-253-22.ip.linodeusercontent.com;37.5483;-121.9886
https://www.motley.ie;20.0;www.motley.ie;13.0;0.0;ie;100.0;1.0;0.0015878;0.061203697;2.0;1.0;0.0;0.0;0.0;7.0;0.35;0.0;0.0;0.0;0.0;0.0;1.0;0.05;1.0;2839.0;8047.0;1.0;home | motley;100.0;100.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;56.0;10.0;16.0;235.0;0.0;254.0;1.0;185.53.178.54;www.motley.ie;;0;Munich;Bavaria;DE;AS61969 Team Internet AG;80331;Europe/Berlin;;48.1374;11.5755
https://www.funzine.hu;21.0;www.funzine.hu;14.0;0.0;hu;100.0;1.0;0.0022172;0.042916591;2.0;1.0;0.0;0.0;0.0;8.0;0.381;0.0;0.0;0.0;0.0;0.0;1.0;0.048;1.0;1576.0;1907.0;1.0;funzine;100.0;100.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;52.0;10.0;27.0;0.0;1.0;143.0;1.0;68.183.64.12;www.funzine.hu;funzine.hu;0;Frankfurt am Main;Hesse;DE;AS14061 DigitalOcean, LLC;60306;Europe/Berlin;funzine.hu;50.1155;8.6842
https://www.dixxon.com;21.0;www.dixxon.com;14.0;0.0;com;100.0;1.0;0.5229071;0.054492147;3.0;1.0;0.0;0.0;0.0;8.0;0.381;0.0;0.0;0.0;0.0;0.0;1.0;0.048;1.0;5004.0;13844.0;1.0;facebook;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;21.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;259.0;14.0;33.0;168.0;1.0;90.0;1.0;23.227.38.74;www.dixxon.com;shops.myshopify.com;0;Ottawa;Ontario;CA;AS13335 Cloudflare, Inc.;K2P;America/Toronto;shops.myshopify.com;45.4166;-75.6904
https://www.ooty.ind.in;22.0;www.ooty.ind.in;15.0;0.0;in;100.0;0.625;0.0050842;0.060958413;2.0;2.0;0.0;0.0;0.0;8.0;0.364;0.0;0.0;0.0;0.0;0.0;2.0;0.091;1.0;719.0;1842.0;1.0;best places to visit in ooty tamil nadu ootacamund;80.0;80.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;21.0;0.0;2.0;2.0;0.0;1.0;1.0;103.86.177.98;www.ooty.ind.in;triumph.herosite.pro;0;Mumbai;Maharashtra;IN;AS135222 MilesWeb Internet Services Pvt Ltd;400070;Asia/Kolkata;triumph.herosite.pro;19.0728;72.8826
http://www.f0519141.xsph.ru;26.0;www.f0519141.xsph.ru;20.0;0.0;ru;55.28492647;0.923076923;0.0180132;0.015061052;2.0;2.0;0.0;0.0;0.0;6.0;0.231;7.0;0.269;0.0;0.0;0.0;2.0;0.077;0.0;9.0;44.0;1.0;400 bad request;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;141.8.197.42;www.f0519141.xsph.ru;techproxy.from.sh;0;Saint Petersburg;St.-Petersburg;RU;AS35278 SPRINTHOST.RU LLC;195213;Europe/Moscow;techproxy.from.sh;59.9386;30.3141
http://www.shprakserf.gq;24.0;www.shprakserf.gq;17.0;0.0;gq;56.55114117;1.0;5.3e-05;0.042982074;2.0;1.0;0.0;0.0;0.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.042;0.0;20.0;211.0;1.0;shprakserf.gq;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;www.shprakserf.gq;;0;;;;;;;;;
https://www.cryptocompare.com;28.0;www.cryptocompare.com;21.0;0.0;com;100.0;1.0;0.5229071;0.066744309;3.0;1.0;0.0;0.0;0.0;15.0;0.536;0.0;0.0;0.0;0.0;0.0;1.0;0.036;1.0;2412.0;17815.0;1.0;cryptocurrency prices, portfolio, forum, rankings | cryptocompare.com;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;49.0;2.0;4.0;111.0;2.0;39.0;1.0;172.67.72.98;www.cryptocompare.com;;0;San Francisco;California;US;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;;37.7621;-122.3971
https://www.diariodealmeria.es;29.0;www.diariodealmeria.es;22.0;0.0;es;100.0;1.0;0.0064109;0.068406052;2.0;1.0;0.0;0.0;0.0;16.0;0.552;0.0;0.0;0.0;0.0;0.0;1.0;0.034;1.0;11406.0;467.0;1.0;diario de almeria - diario de almerÃ­a;100.0;100.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;217.0;4.0;10.0;609.0;12.0;93.0;1.0;185.103.37.75;www.diariodealmeria.es;;0;Madrid;Madrid;ES;AS29119 AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;28004;Europe/Madrid;;40.4165;-3.7026
https://www.town.minamichita.lg.jp;33.0;www.town.minamichita.lg.jp;26.0;0.0;jp;100.0;0.631578947;0.0230451;0.054905556;2.0;3.0;0.0;0.0;0.0;18.0;0.545;0.0;0.0;0.0;0.0;0.0;3.0;0.091;1.0;407.0;1497.0;1.0;å—çŸ¥å¤šç”ºå…¬å¼ã‚¦ã‚§ãƒ–ã‚µã‚¤ãƒˆ;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;37.0;10.0;21.0;2.0;0.0;7.0;1.0;45.223.167.195;www.town.minamichita.lg.jp;;0;Redwood City;California;US;AS19551 Incapsula Inc;94065;America/Los_Angeles;;37.5331;-122.2486
https://www.bwresearch.com;25.0;www.bwresearch.com;18.0;0.0;com;100.0;1.0;0.5229071;0.062164929;3.0;1.0;0.0;0.0;0.0;12.0;0.48;0.0;0.0;0.0;0.0;0.0;1.0;0.04;1.0;317.0;191.0;1.0;bw research partnership;100.0;100.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;2.0;4.0;2.0;2.0;4.0;1.0;107.180.36.169;www.bwresearch.com;169.36.180.107.host.secureserver.net;0;Ashburn;Virginia;US;AS400754 GoDaddy.com, LLC;20147;America/New_York;169.36.180.107.host.secureserver.net;39.0437;-77.4875
https://www.musicvideoproduction.guru;36.0;www.musicvideoproduction.guru;29.0;0.0;guru;100.0;1.0;9.54e-05;0.056798719;4.0;1.0;0.0;0.0;0.0;23.0;0.639;0.0;0.0;0.0;0.0;0.0;1.0;0.028;1.0;795.0;3398.0;1.0;miami video production - music video company | regulus films;100.0;100.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;3.0;6.0;23.0;2.0;17.0;1.0;160.153.0.70;www.musicvideoproduction.guru;70.0.153.160.host.secureserver.net;0;Tempe;Arizona;US;AS209242 Cloudflare London, LLC;85284;America/Phoenix;70.0.153.160.host.secureserver.net;33.3363;-111.9197
https://service-mitld.firebaseapp.com/;37.0;service-mitld.firebaseapp.com;29.0;0.0;com;64.64526358;0.48;0.5229071;0.059401289;3.0;1.0;0.0;0.0;0.0;26.0;0.703;0.0;0.0;0.0;0.0;0.0;3.0;0.081;1.0;16.0;113.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;service-mitld.firebaseapp.com/;;0;;;;;;;;;
http://www.kuradox92.lima-city.de;32.0;www.kuradox92.lima-city.de;26.0;0.0;de;45.84980237;0.526315789;0.0326503;0.0452655;2.0;2.0;0.0;0.0;0.0;16.0;0.5;2.0;0.062;0.0;0.0;0.0;3.0;0.094;0.0;43.0;283.0;1.0;www.kuradox92.lima-city.de - zugriff / access: #403;5.263157895;5.263157895;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;91.216.248.22;www.kuradox92.lima-city.de;frontend.lima-city.de;0;Frankfurt am Main;Hesse;DE;AS47447 23M GmbH;60306;Europe/Berlin;frontend.lima-city.de;50.1155;8.6842
https://liuy-9a930.web.app/;26.0;liuy-9a930.web.app;18.0;0.0;app;54.51591943;0.571428571;0.001502;0.032795326;3.0;1.0;0.0;0.0;0.0;11.0;0.423;4.0;0.154;0.0;0.0;0.0;3.0;0.115;1.0;108.0;8125.0;1.0;site not found;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;;liuy-9a930.web.app/;;0;;;;;;;;;
https://www.landed.com;21.0;www.landed.com;14.0;0.0;com;100.0;1.0;0.5229071;0.063377153;3.0;1.0;0.0;0.0;0.0;8.0;0.381;0.0;0.0;0.0;0.0;0.0;1.0;0.048;1.0;1465.0;1501.0;1.0;landed | homebuying navigator for essential professionals;100.0;100.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;13.0;17.0;29.0;45.0;1.0;59.0;1.0;35.71.142.77;www.landed.com;a0b1d980e1f2226c6.awsglobalaccelerator.com;0;Seattle;Washington;US;AS16509 Amazon.com, Inc.;98109;America/Los_Angeles;a0b1d980e1f2226c6.awsglobalaccelerator.com;47.6339;-122.3476
https://ipfs.io/ipfs/qmrvvyr84esa2assw9vvwupqjgsdn4c3dwkusfdwzdz3kn?clientid=noc@protocol.ai;91.0;ipfs.io;7.0;0.0;io;9.669201014;1.0;0.0129268;0.041482802;2.0;0.0;0.0;0.0;0.0;69.0;0.758;7.0;0.077;1.0;1.0;0.0;5.0;0.077;1.0;105.0;1607.0;1.0;roundcube webmail :: welcome to roundcube webmail;0.0;2.53164557;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;0.0;0.0;2.0;0.0;;ipfs.io/ipfs/qmrvvyr84esa2assw9vvwupqjgsdn4c3dwkusfdwzdz3kn?clientid=noc@protocol.ai;;0;;;;;;;;;
http://att-103731-107123.weeblysite.com/;40.0;att-103731-107123.weeblysite.com;32.0;0.0;com;36.61221591;0.607142857;0.5229071;0.035013849;3.0;1.0;0.0;0.0;0.0;16.0;0.4;12.0;0.3;0.0;0.0;0.0;5.0;0.125;0.0;13.0;119.0;1.0;redirecting to https://att-103731-107123.weeblysite.com;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;att-103731-107123.weeblysite.com/;;0;;;;;;;;;
https://www.bikeseoul.com;24.0;www.bikeseoul.com;17.0;0.0;com;100.0;1.0;0.5229071;0.062644799;3.0;1.0;0.0;0.0;0.0;11.0;0.458;0.0;0.0;0.0;0.0;0.0;1.0;0.042;1.0;1331.0;343.0;1.0;ì„œìš¸ìžì „ê±° ë”°ë¦‰ì´ - ë¬´ì¸ëŒ€ì—¬ì‹œìŠ¤í…œ;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;15.0;29.0;17.0;49.0;0.0;13.0;1.0;14.49.46.12;www.bikeseoul.com;;0;Seoul;Seoul;KR;AS4766 Korea Telecom;03141;Asia/Seoul;;37.566;126.9784
https://hidok4f8zl.firebaseapp.com/;35.0;hidok4f8zl.firebaseapp.com;26.0;0.0;com;63.90532544;0.590909091;0.5229071;0.047810565;3.0;1.0;0.0;0.0;0.0;22.0;0.629;2.0;0.057;0.0;0.0;0.0;3.0;0.086;1.0;108.0;8125.0;1.0;site not found;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;;hidok4f8zl.firebaseapp.com/;;0;;;;;;;;;
https://www.ibeani.co.uk;23.0;www.ibeani.co.uk;16.0;0.0;uk;100.0;0.777777778;0.028555;0.065006937;2.0;2.0;0.0;0.0;0.0;9.0;0.391;0.0;0.0;0.0;0.0;0.0;2.0;0.087;1.0;2625.0;3976.0;1.0;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;20.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;64.0;69.0;20.0;137.0;0.0;23.0;1.0;23.227.38.74;www.ibeani.co.uk;shops.myshopify.com;0;Ottawa;Ontario;CA;AS13335 Cloudflare, Inc.;K2P;America/Toronto;shops.myshopify.com;45.4166;-75.6904
https://www.metroretrovintage.com;32.0;www.metroretrovintage.com;25.0;0.0;com;100.0;1.0;0.5229071;0.068597251;3.0;1.0;0.0;0.0;0.0;19.0;0.594;0.0;0.0;0.0;0.0;0.0;1.0;0.031;1.0;3188.0;2683.0;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;19.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;85.0;3.0;20.0;93.0;0.0;9.0;1.0;23.227.38.74;www.metroretrovintage.com;shops.myshopify.com;0;Ottawa;Ontario;CA;AS13335 Cloudflare, Inc.;K2P;America/Toronto;shops.myshopify.com;45.4166;-75.6904
