URL;URLLength;Domain;DomainLength;IsDomainIP;TLD;URLSimilarityIndex;CharContinuationRate;TLDLegitimateProb;URLCharProb;TLDLength;NoOfSubDomain;HasObfuscation;NoOfObfuscatedChar;ObfuscationRatio;NoOfLettersInURL;LetterRatioInURL;NoOfDegitsInURL;DegitRatioInURL;NoOfEqualsInURL;NoOfQMarkInURL;NoOfAmpersandInURL;NoOfOtherSpecialCharsInURL;SpacialCharRatioInURL;IsHTTPS;LineOfCode;LargestLineLength;HasTitle;Title;DomainTitleMatchScore;URLTitleMatchScore;HasFavicon;Robots;IsResponsive;NoOfURLRedirect;NoOfSelfRedirect;HasDescription;NoOfPopup;NoOfiFrame;HasExternalFormSubmit;HasSocialNet;HasSubmitButton;HasHiddenFields;HasPasswordField;Bank;Pay;Crypto;HasCopyrightInfo;NoOfImage;NoOfCSS;NoOfJS;NoOfSelfRef;NoOfEmptyRef;NoOfExternalRef;label;Unnamed: 55;Unnamed: 56;Unnamed: 57;Unnamed: 58;Unnamed: 59;Unnamed: 60;Unnamed: 61
http://www.mjaynxbvakjjouxir0z.xyz;33.0;www.mjaynxbvakjjouxir0z.xyz;27.0;0.0;xyz;30.18273472;0.947368421;0.0017496;0.031113274;3.0;1.0;0.0;0.0;0.0;20.0;0.606;1.0;0.03;0.0;0.0;0.0;1.0;0.03;0.0;8.0;49.0;1.0;mjaynxbvakjjouxir0z;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
https://renovationfiles8877584.firebaseapp.com/;47.0;renovationfiles8877584.firebaseapp.com;38.0;0.0;com;54.52802046;0.676470588;0.5229071;0.05003732;3.0;1.0;0.0;0.0;0.0;29.0;0.617;7.0;0.149;0.0;0.0;0.0;3.0;0.064;1.0;108.0;8125.0;1.0;renovationfiles8877584firebaseapp;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;;;;;;;
https://www.ningenius.net;24.0;www.ningenius.net;17.0;0.0;net;100.0;1.0;0.0384199;0.059241959;3.0;1.0;0.0;0.0;0.0;11.0;0.458;0.0;0.0;0.0;0.0;0.0;1.0;0.042;1.0;1402.0;1350.0;1.0;ningenius;100.0;100.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;24.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;28.0;14.0;14.0;46.0;1.0;8.0;1.0;;;;;;;
http://www.2q3b.com;18.0;www.2q3b.com;12.0;0.0;com;63.54166667;0.5;0.5229071;0.033794858;3.0;1.0;0.0;0.0;0.0;4.0;0.222;2.0;0.111;0.0;0.0;0.0;1.0;0.056;0.0;2.0;28.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
https://www.battleredblog.com;28.0;www.battleredblog.com;21.0;0.0;com;100.0;1.0;0.5229071;0.060011296;3.0;1.0;0.0;0.0;0.0;15.0;0.536;0.0;0.0;0.0;0.0;0.0;1.0;0.036;1.0;5954.0;29722.0;1.0;battleredblog;100.0;100.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;117.0;4.0;17.0;182.0;0.0;282.0;1.0;;;;;;;
https://secureapplelnformation-ld.com/;38.0;secureapplelnformation-ld.com;29.0;0.0;com;51.93024178;0.92;0.5229071;0.062093723;3.0;0.0;0.0;0.0;0.0;27.0;0.711;0.0;0.0;0.0;0.0;0.0;3.0;0.079;1.0;95.0;394.0;1.0;secureapplelnformation-ld;100.0;100.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;;;;;;;
http://www.campbellx.cf;22.0;www.campbellx.cf;16.0;0.0;cf;79.12087912;1.0;0.0001858;0.051562121;2.0;1.0;0.0;0.0;0.0;10.0;0.455;0.0;0.0;0.0;0.0;0.0;1.0;0.045;0.0;20.0;210.0;1.0;ampbellx;88.88888889;88.88888889;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
http://www.vikstory.ca;22.0;www.vikstory.ca;15.0;0.0;ca;76.38888889;1.0;0.0101825;0.053325101;2.0;1.0;0.0;0.0;0.0;10.0;0.455;0.0;0.0;0.0;0.0;0.0;1.0;0.045;0.0;31.0;115.0;1.0;vikstory;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
https://www.felixstowefootball.co.uk;35.0;www.felixstowefootball.co.uk;28.0;0.0;uk;100.0;0.904761905;0.028555;0.057111051;2.0;2.0;0.0;0.0;0.0;21.0;0.6;0.0;0.0;0.0;0.0;0.0;2.0;0.057;1.0;816.0;1098.0;1.0;felixstowefootballco;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;17.0;9.0;20.0;73.0;1.0;19.0;1.0;;;;;;;
http://www.eidalat.zone;23.0;www.eidalat.zone;16.0;0.0;zone;60.57692308;1.0;6.26e-05;0.063486661;4.0;1.0;0.0;0.0;0.0;11.0;0.478;0.0;0.0;0.0;0.0;0.0;1.0;0.043;0.0;12.0;103.0;0.0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
https://www.laurendaymakeup.com;30.0;www.laurendaymakeup.com;23.0;0.0;com;100.0;1.0;0.5229071;0.057147802;3.0;1.0;0.0;0.0;0.0;17.0;0.567;0.0;0.0;0.0;0.0;0.0;1.0;0.033;1.0;1482.0;1350.0;1.0;laurendaymakeup;100.0;100.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;29.0;5.0;11.0;25.0;2.0;15.0;1.0;;;;;;;
https://www.towtrax.net;22.0;www.towtrax.net;15.0;0.0;net;100.0;1.0;0.0384199;0.0575323;3.0;1.0;0.0;0.0;0.0;9.0;0.409;0.0;0.0;0.0;0.0;0.0;1.0;0.045;1.0;734.0;7318.0;1.0;towtrax;100.0;100.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;17.0;12.0;29.0;2.0;30.0;1.0;;;;;;;
http://d324afc5.vinylfence.co.uk/?pa.php=d324afc5&serv=f89ee;59.0;d324afc5.vinylfence.co.uk;25.0;0.0;uk;21.05006395;0.636363636;0.028555;0.038330753;2.0;2.0;0.0;0.0;0.0;33.0;0.559;10.0;0.169;2.0;1.0;0.0;6.0;0.153;0.0;33.0;137.0;1.0;d324afc5vinylfenceco?paphp=d324afc5&serv=f89e;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;
http://www.agendaafrikadebates.co.ke;36.0;www.agendaafrikadebates.co.ke;29.0;0.0;ke;45.35384615;0.909090909;0.0002005;0.060550557;2.0;2.0;0.0;0.0;0.0;23.0;0.639;0.0;0.0;0.0;0.0;0.0;2.0;0.056;0.0;2.0;45.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
http://www.isa-hockeynut.com;27.0;www.isa-hockeynut.com;21.0;0.0;com;57.58272059;0.769230769;0.5229071;0.059874995;3.0;1.0;0.0;0.0;0.0;14.0;0.519;0.0;0.0;0.0;0.0;0.0;2.0;0.074;0.0;2.0;36.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
http://verificationnoticemetamsk.duckdns.org/;44.0;verificationnoticemetamsk.duckdns.org;37.0;0.0;org;39.00657414;0.787878788;0.0799628;0.059577523;3.0;1.0;0.0;0.0;0.0;35.0;0.795;0.0;0.0;0.0;0.0;0.0;2.0;0.045;0.0;28.0;109.0;1.0;verificationnoticemetamskduckdns;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;
https://www.wphna.org;20.0;www.wphna.org;13.0;0.0;org;100.0;1.0;0.0799628;0.051893906;3.0;1.0;0.0;0.0;0.0;7.0;0.35;0.0;0.0;0.0;0.0;0.0;1.0;0.05;1.0;399.0;3757.0;1.0;wphna;100.0;100.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;6.0;2.0;3.0;29.0;1.0;13.0;1.0;;;;;;;
https://www.mag-inc.com;22.0;www.mag-inc.com;15.0;0.0;com;100.0;0.571428571;0.5229071;0.067546803;3.0;1.0;0.0;0.0;0.0;8.0;0.364;0.0;0.0;0.0;0.0;0.0;2.0;0.091;1.0;1128.0;5213.0;1.0;mag-inc;100.0;100.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;16.0;3.0;9.0;200.0;1.0;8.0;1.0;;;;;;;
https://www.mayatylerauthor.com;30.0;www.mayatylerauthor.com;23.0;0.0;com;100.0;1.0;0.5229071;0.060791074;3.0;1.0;0.0;0.0;0.0;17.0;0.567;0.0;0.0;0.0;0.0;0.0;1.0;0.033;1.0;1276.0;14281.0;1.0;mayatylerauthor;100.0;100.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;16.0;10.0;14.0;21.0;3.0;16.0;1.0;;;;;;;
https://www.articles.co.il;25.0;www.articles.co.il;18.0;0.0;il;100.0;0.818181818;0.0013543;0.069209051;2.0;2.0;0.0;0.0;0.0;11.0;0.44;0.0;0.0;0.0;0.0;0.0;2.0;0.08;1.0;1340.0;7463.0;1.0;artclesco;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;38.0;5.0;17.0;474.0;0.0;479.0;1.0;;;;;;;
https://www.youtubetheater.com;29.0;www.youtubetheater.com;22.0;0.0;com;100.0;1.0;0.5229071;0.06118431;3.0;1.0;0.0;0.0;0.0;16.0;0.552;0.0;0.0;0.0;0.0;0.0;1.0;0.034;1.0;5885.0;5067.0;1.0;youtubetheater;100.0;100.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;9.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;97.0;7.0;7.0;31.0;9.0;113.0;1.0;;;;;;;
https://www.phuongtruongan.vn;28.0;www.phuongtruongan.vn;21.0;0.0;vn;100.0;1.0;0.0013635;0.050407821;2.0;1.0;0.0;0.0;0.0;15.0;0.536;0.0;0.0;0.0;0.0;0.0;1.0;0.036;1.0;785.0;859.0;1.0;phuongtruongan;100.0;100.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;18.0;15.0;9.0;58.0;0.0;25.0;1.0;;;;;;;
https://www.internethotline.jp;29.0;www.internethotline.jp;22.0;0.0;jp;100.0;1.0;0.0230451;0.060621669;2.0;1.0;0.0;0.0;0.0;16.0;0.552;0.0;0.0;0.0;0.0;0.0;1.0;0.034;1.0;236.0;198.0;1.0;internethotline;100.0;100.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;3.0;5.0;45.0;1.0;3.0;1.0;;;;;;;
https://www.2spi.com;19.0;www.2spi.com;12.0;0.0;com;100.0;1.0;0.5229071;0.053531662;3.0;1.0;0.0;0.0;0.0;5.0;0.263;1.0;0.053;0.0;0.0;0.0;1.0;0.053;1.0;1328.0;998.0;1.0;2spi;100.0;100.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;14.0;10.0;18.0;255.0;0.0;238.0;1.0;;;;;;;
https://www.chmi.cz;18.0;www.chmi.cz;11.0;0.0;cz;100.0;1.0;0.0036307;0.058896156;2.0;1.0;0.0;0.0;0.0;5.0;0.278;0.0;0.0;0.0;0.0;0.0;1.0;0.056;1.0;989.0;1116.0;1.0;hmi;75.0;75.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;32.0;17.0;13.0;143.0;1.0;29.0;1.0;;;;;;;
https://www.n-pri.jp;19.0;www.n-pri.jp;12.0;0.0;jp;100.0;0.8;0.0230451;0.042718488;2.0;1.0;0.0;0.0;0.0;5.0;0.263;0.0;0.0;0.0;0.0;0.0;2.0;0.105;1.0;2499.0;1259.0;1.0;n-pri;100.0;100.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;46.0;3.0;8.0;235.0;0.0;274.0;1.0;;;;;;;
https://klay-ai-d4b10.firebaseapp.com/;38.0;klay-ai-d4b10.firebaseapp.com;29.0;0.0;com;71.68450258;0.56;0.5229071;0.048163088;3.0;1.0;0.0;0.0;0.0;22.0;0.579;3.0;0.079;0.0;0.0;0.0;5.0;0.132;1.0;450.0;256.0;1.0;klay-ai-d4b10firebaseapp;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;;;;;;
https://www.kuerennkayccato-co-jp.kuerennkayccato.ibuwwy.top/ai/?authenticated=true&amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.asiathedawn.com;26.0;www.asiathedawn.com;19.0;0.0;com;100.0;1.0;0.5229071;0.061976697;3.0;1.0;0.0;0.0;0.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.038;1.0;729.0;368.0;1.0;asiathedawn;100.0;100.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;66.0;7.0;18.0;0.0;18.0;17.0;1.0;;;;;;;
https://www.s-pankki.fi;22.0;www.s-pankki.fi;15.0;0.0;fi;100.0;0.875;0.0027596;0.041207142;2.0;1.0;0.0;0.0;0.0;8.0;0.364;0.0;0.0;0.0;0.0;0.0;2.0;0.091;1.0;1297.0;459.0;1.0;s-pankki;100.0;100.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;14.0;3.0;17.0;143.0;0.0;7.0;1.0;;;;;;;
https://www.onlatvia.com;23.0;www.onlatvia.com;16.0;0.0;com;100.0;1.0;0.5229071;0.067033772;3.0;1.0;0.0;0.0;0.0;10.0;0.435;0.0;0.0;0.0;0.0;0.0;1.0;0.043;1.0;1325.0;12480.0;1.0;onlatvia;100.0;100.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;12.0;8.0;15.0;176.0;0.0;179.0;1.0;;;;;;;
https://www.purplefuels.com;26.0;www.purplefuels.com;19.0;0.0;com;100.0;1.0;0.5229071;0.05278249;3.0;1.0;0.0;0.0;0.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.038;1.0;767.0;442.0;1.0;purplefuels;100.0;100.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;11.0;14.0;28.0;2.0;21.0;1.0;;;;;;;
https://www.dwmbeancounter.com;29.0;www.dwmbeancounter.com;22.0;0.0;com;100.0;1.0;0.5229071;0.062546654;3.0;1.0;0.0;0.0;0.0;16.0;0.552;0.0;0.0;0.0;0.0;0.0;1.0;0.034;1.0;1451.0;4582.0;1.0;dwmbeanunter;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;18.0;5.0;8.0;2.0;0.0;13.0;1.0;;;;;;;
https://www.waltmann.com;23.0;www.waltmann.com;16.0;0.0;com;100.0;1.0;0.5229071;0.062393012;3.0;1.0;0.0;0.0;0.0;10.0;0.435;0.0;0.0;0.0;0.0;0.0;1.0;0.043;1.0;871.0;658.0;1.0;waltmann;100.0;100.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;34.0;1.0;7.0;77.0;5.0;71.0;1.0;;;;;;;
http://43.159.48.238/interactivelogin?continue=https://accounts.google.com/?&amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.williamdam.dk;24.0;www.williamdam.dk;17.0;0.0;dk;100.0;1.0;0.0022943;0.051814753;2.0;1.0;0.0;0.0;0.0;11.0;0.458;0.0;0.0;0.0;0.0;0.0;1.0;0.042;1.0;1577.0;7031.0;1.0;williamam;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;52.0;2.0;8.0;126.0;1.0;113.0;1.0;;;;;;;
https://www.prva-hnl.hr;22.0;www.prva-hnl.hr;15.0;0.0;hr;100.0;0.625;0.0005731;0.040953109;2.0;1.0;0.0;0.0;0.0;8.0;0.364;0.0;0.0;0.0;0.0;0.0;2.0;0.091;1.0;397.0;8047.0;1.0;prva-nl;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;4.0;9.0;51.0;0.0;53.0;1.0;;;;;;;
https://www.lentkhodro.com;25.0;www.lentkhodro.com;18.0;0.0;com;100.0;1.0;0.5229071;0.063090916;3.0;1.0;0.0;0.0;0.0;12.0;0.48;0.0;0.0;0.0;0.0;0.0;1.0;0.04;1.0;2499.0;27010.0;1.0;lentkhodro;100.0;100.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;88.0;73.0;40.0;434.0;12.0;444.0;1.0;;;;;;;
http://a0810216.xsph.ru/wps/login/login.php;43.0;a0810216.xsph.ru;16.0;0.0;ru;27.64431098;0.923076923;0.0180132;0.034960931;2.0;1.0;0.0;0.0;0.0;23.0;0.535;7.0;0.163;0.0;0.0;0.0;6.0;0.14;0.0;125.0;19980.0;1.0;a0810216xsphwpsloginloginphp;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;;;;;;;
https://www.hashtags.org;23.0;www.hashtags.org;16.0;0.0;org;100.0;1.0;0.0799628;0.056973569;3.0;1.0;0.0;0.0;0.0;10.0;0.435;0.0;0.0;0.0;0.0;0.0;1.0;0.043;1.0;506.0;840.0;1.0;hashtags;100.0;100.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;11.0;5.0;6.0;73.0;0.0;8.0;1.0;;;;;;;
https://sytcfdr18f.firebaseapp.com/;35.0;sytcfdr18f.firebaseapp.com;26.0;0.0;com;68.24457594;0.636363636;0.5229071;0.048723777;3.0;1.0;0.0;0.0;0.0;22.0;0.629;2.0;0.057;0.0;0.0;0.0;3.0;0.086;1.0;108.0;8125.0;1.0;sytcfdr18ffirebaseapp;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;;;;;;;
https://www.tammynischan.com;27.0;www.tammynischan.com;20.0;0.0;com;100.0;1.0;0.5229071;0.061500975;3.0;1.0;0.0;0.0;0.0;14.0;0.519;0.0;0.0;0.0;0.0;0.0;1.0;0.037;1.0;1025.0;26346.0;1.0;tammynischan;100.0;100.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;32.0;10.0;18.0;253.0;0.0;259.0;1.0;;;;;;;
